employee_id,first_name,last_name,gender,date_of_birth,email,phone,department_id,department_name,job_title,employment_type,join_date,salary,status,location,manager_id,years_experience
EMP019086,Priya,Ranasinghe,Male,1984-11-24,emp019086@company.lk,0716738627,D005,Fin,Internal Auditor,Contract,2017-02-06,136756.61,on leave,Matara,EMP016691,15
EMP012695,Navodya,Silva,F,1997/05/14,emp012695@company.lk,0789367805,D006,OPERATIONS,Operations Manager,,2019-10-24,110224.34,Active,Gampaha,EMP012425,9
EMP006420,Ravindu,Wijesinghe,male,1990/10/27,emp006420@company.lk,0789885610,D004,Marketting,Content Writer,Permanent,23 Jul 2011,119569.22,active,Galle,EMP007604,14
EMP004052,Asanka,White,Female,26/10/1985,emp004052@company.lk,0730393648,D001,Eng,DevOps Engineer,Contract,2022-02-27,100734.44,Active,Kurunegala,EMP019426,9
EMP000596,,Ranasinghe,FEMALE,26 Sep 1974,emp000596@company.lk,0783729641,D007,Cust Support,Senior Support Agent,,"April 21, 2014",280300.58,On Leave,Galle,EMP001959,3
EMP015831,Shehan,Dassanayake,F,1973-08-24,emp015831@company.lk,0728779486,D004,Mktg,Content Writer,,26/12/2015,195624.74,On Leave,Galle,EMP012263,21
EMP015270,Kavindu,Wijesinghe,Male,1993/05/27,emp015270@company.lk,0733472226,D056,finance,Finance Analyst,permanent,12-14-2011,72353.25,Inactive,Colombo,,24
EMP004642,Sophia,,F,14/04/1984,emp004642@company.lk,0739214554,D006,Ops,Operations Executive,full-time,07/01/2013,312396.38,terminated,Colombo,EMP000085,13
EMP007178,Oshadi,Garcia,female,01 Aug 1987,,0718977806,D004,Mktg,Marketing Executive,Permanent,08-19-2020,344921.24,on leave,Kurunegala,EMP001194,26
EMP010430,Chamara,Taylor,f,,emp010430@company.lk,0713766045,D009,Legel,Compliance Officer,permanent,"November 27, 2019",90380.41,Inactive,Jaffna,EMP007168,
EMP003748,Lasith,Amarasinghe,male,09-07-2000,emp003748@company.lk,0739296664,D005,Fin,Finance Manager,Full-Time,2011/06/27,213502.57,on leave,,EMP019680,20
EMP004684,Michael,Ranasinghe,F,1985/05/17,emp004684@company.lk,N/A,D002,Human Resource,Talent Acquisition Specialist,full-time,04-17-2019,236630.76,Terminated,Colombo,EMP016681,9
EMP006108,Dhanuka,Jayasuriya,m,,emp006108@company.lk,0713336254,D011,Administration,Records Officer,full-time,"December 03, 2015",,Inactive,Gampaha,EMP017608,7
EMP014004,Hasini,Garcia,Man,1995/04/07,emp014004@company.lk,0782972868,D008,IT,Cybersecurity Analyst,Permanent,01/04/2015,165439.57,Inactive,Kandy,EMP001874,17
EMP013247,Mohamed,Ranasinghe,M,04-09-1993,emp013247@company.lk,0742057485,D011,Administration,Office Manager,Full-Time,2012-01-04,226950.55,on leave,Kurunegala,,29
EMP011694,Shehan,Pathirana,f,04/09/2000,emp011694@company.lk,0710425013,D011,ADMIN,Executive Assistant,CONTRACT,23 Feb 2016,232565.62,ACTIVE,Negombo,EMP012796,13
EMP003317,Vishwa,Seneviratne,Male,,emp003317@company.lk,0766114626,D011,admin,Facilities Manager,,2011-01-04,341204.97,active,Kurunegala,,7
EMP013844,Navodya,Thomas,F,"May 19, 1989",emp013844@company.lk,0712843240,D012,Procurement,Procurement Officer,Permanent,27/10/2010,195559.18,on leave,Negombo,EMP006346,11
EMP001935,Rashmi,Wickramasinghe,f,05-15-1970,emp001935@company.lk,0776567593,D001,Eng,Senior Engineer,Part-Time,2017/02/28,193506.05,ACTIVE,Matara,,29
EMP005281,Navodya,Brown,MALE,22 Sep 1992,,0757275288,D005,Fiance,Accountant,Part-Time,2013/06/30,344652.89,ACTIVE,Galle,EMP003967,25
EMP017465,Chris,Jayawardena,Male,16 Feb 1995,,0726545577,D002,Human Resources,Talent Acquisition Specialist,permanent,04/08/2017,87721.37,Active,Jaffna,EMP016698,16
EMP001589,Gayan,Jones,Male,"April 27, 1989",,N/A,D010,r&d,R&D ENGINEER,Permanent,2015-03-28,82224.36,on leave,Negombo,EMP015553,23
EMP000658,Ryan,Gunawardena,female,05/11/1988,,0746245645,D005,Fiance,Finance Manager,,09-16-2018,67009.47,on leave,Jaffna,EMP009120,11
EMP014514,Pasindu,,male,01-22-1991,emp014514@company.lk,0763269175,D003,Sale,Regional Sales Lead,Permanent,2023-10-30,227424.84,On Leave,Kurunegala,EMP018918,10
EMP010291,Chanaka,Wimalasuriya,Male,09 Nov 1973,emp010291@company.lk,0731894645,D012,procurement,Vendor Manager,Contract,29/08/2011,314931.84,Terminated,,EMP010058,6
EMP010688,Anjali,Weerasinghe,male,1972/06/13,emp010688@company.lk,0711683576,D002,human resources,Talent Acquisition Specialist,full-time,2024/02/09,,on leave,Colombo,EMP001071,9
EMP004394,Suresh,Ilangasinghe,M,"August 26, 1996",emp004394@company.lk,0764731246,D007,customer support,Support Team Lead,,11-18-2011,332193.2,terminated,Matara,EMP004179,8
EMP012720,John,Samaraweera,M,1975/08/14,emp012720@company.lk,0742226758,D005,FINANCE,Payroll Officer,CONTRACT,2014-01-21,85351.11,ACTIVE,Gampaha,EMP007197,20
EMP003450,Rashmi,Wilson,F,07-18-1982,,0729730797,D002,HR,Compensation Analyst,Full-Time,"October 16, 2020",324625.08,active,Colombo,EMP018484,19
EMP005682,Ashan,White,FEMALE,07-21-1971,emp005682@company.lk,0740667378,D007,customer support,Support Team Lead,Full-Time,2016-11-10,267053.32,Active,Kurunegala,EMP000447,6
EMP016666,Chanaka,Jackson,m,11 Oct 1998,emp016666@company.lk,0731628748,D005,finance,Finance Analyst,Permanent,24/12/2013,298847.13,Terminated,Galle,EMP002609,6
EMP009411,Nadeesha,Garcia,M,07-26-1999,emp009411@company.lk,0711196293,D007,CS,Support Team Lead,CONTRACT,14/10/2017,160389.21,terminated,Kandy,EMP000839,9
EMP017021,Chris,Perera,m,1991/10/17,emp017021@company.lk,0739849668,D099,RnD,Lab Technician,permanent,22/01/2014,194132.71,On Leave,Matara,EMP007226,4
EMP008554,John,Abeywickrama,Female,,,0725075165,D001,engineering,DevOps Engineer,Full-Time,01-05-2022,234546.17,On Leave,Matara,EMP008906,13
EMP009639,Rajith,Williams,Female,1978-07-26,emp009639@company.lk,0730929638,D008,Info Tech,Cybersecurity Analyst,Full-Time,2018/04/27,143055.08,terminated,Matara,,6
EMP010010,Tharushi,Brown,Woman,1996-04-03,emp010010@company.lk,0771184613,D003,SALES,Sales Manager,Full-Time,2022-08-03,50943.82,On Leave,,EMP014935,17
EMP001446,Buddhika,Dissanayake,F,"December 15, 1983",emp001446@company.lk,0777705230,D010,r&d,Innovation Lead,Permanent,11-28-2012,267081.28,On Leave,Kandy,EMP011091,7
EMP009014,Buddhika,Kodituwakku,Male,19/09/1972,emp009014@company.lk,0756230276,D004,Marketing,Brand Manager,permanent,11-13-2019,226729.1,active,Colombo,EMP015990,28
EMP013812,,Smith,m,"October 20, 1991",emp013812@company.lk,0758815996,D012,Procurement,Vendor Manager,CONTRACT,28/08/2014,216206.39,ACTIVE,Colombo,EMP015703,15
EMP012502,Lakshmi,Brown,Female,1982/11/13,emp012502@company.lk,N/A,D005,Fiance,Internal Auditor,full-time,2022/12/03,269678.34,terminated,Jaffna,EMP010549,11
EMP010977,Harsha,Pathirana,M,"June 16, 1976",,0741288323,D004,marketing,Marketing Executive,Contract,"December 12, 2011",138576.78,On Leave,Kandy,EMP004970,0
EMP018401,Lasith,White,Woman,1997-10-10,emp018401@company.lk,0722360638,D010,Research & Dev,Innovation Lead,permanent,2018/12/26,239986.02,ACTIVE,Negombo,,25
EMP003852,Chathura,Wilson,Woman,"April 03, 1996",emp003852@company.lk,0731354177,D006,operations,Operations Executive,Full-Time,2013/10/11,40093.29,Terminated,Jaffna,EMP005719,17
EMP011578,Malini,Fernando,m,"July 28, 1989",emp011578@company.lk,0789789157,D005,Fin,Accountant,Contract,2015/12/29,290593.06,on leave,,EMP012998,19
EMP015541,Kumari,Bandara,female,"January 24, 1971",emp015541@company.lk,0718315896,D009,Legel,Contract Manager,CONTRACT,16 Apr 2014,47945.36,terminated,,EMP011882,25
EMP016692,Hasini,Ilangasinghe,Female,1980/06/07,emp016692@company.lk,0740147121,D010,RnD,Product Developer,permanent,"January 01, 2015",128815.39,terminated,Kurunegala,,18
EMP006492,Lasith,Williams,male,,emp006492@company.lk,0765289376,D005,Finance,Finance Analyst,Contract,2011/03/20,226428.44,Active,Galle,EMP003514,11
EMP012079,Sophia,Silva,Male,1987/05/24,emp012079@company.lk,0733167068,D009,LEGAL,Legal Counsel,permanent,29 Jan 2010,230769.13,Inactive,Colombo,EMP014448,12
EMP003749,Dimuth,,m,1991-02-14,emp003749@company.lk,0759020538,D065,operations,Logistics Coordinator,Contract,2010-08-04,275151.3,On Leave,,EMP012260,17
EMP009028,Matthew,Taylor,f,01 May 1984,emp009028@company.lk,0718374842,D001,Engineering,DevOps Engineer,permanent,06-22-2016,233666.33,terminated,Jaffna,EMP012592,29
EMP004476,Pasindu,Dissanayake,MALE,,emp004476@company.lk,0735693051,D007,CS,Support Team Lead,Permanent,2011/08/19,315899.95,ACTIVE,Galle,EMP001345,29
EMP006083,Fathima,Williams,Woman,29 Sep 2000,emp006083@company.lk,0790186504,D001,Eng,QA ENGINEER,permanent,2010-02-22,202715.19,Inactive,Gampaha,EMP009606,6
EMP010085,Navodya,Taylor,Woman,28 Dec 1998,emp010085@company.lk,0793508233,D011,Admin,EXECUTIVE ASSISTANT,Contract,08/09/2017,267800.97,Inactive,Jaffna,EMP016138,28
EMP016795,Anjali,Gunasekara,F,24/12/1982,emp016795@company.lk,0792332692,D001,engineering,Junior Developer,,2021/02/09,70674.97,ACTIVE,Jaffna,EMP009162,20
EMP010161,Michael,Harris,Woman,03 Feb 1990,emp010161@company.lk,0738498620,D009,legal,Paralegal,CONTRACT,18/12/2014,326947.92,Terminated,Matara,EMP010510,24
EMP006087,Buddhika,Davis,f,,emp006087@company.lk,N/A,D001,Engineering,Software Engineer,full-time,2021/03/28,328388.93,active,Negombo,EMP005426,9
EMP011288,Shalini,Wijesinghe,Woman,1990/02/18,emp011288@company.lk,0771878229,D010,RnD,Research Scientist,,10-17-2010,238447.01,terminated,Negombo,EMP012506,22
EMP019461,Kaveesha,Jackson,Man,09-22-1974,emp019461@company.lk,N/A,D009,Legel,Contract Manager,full-time,05-31-2016,309278.85,On Leave,Galle,EMP019019,2
EMP003074,Kasun,Taylor,f,08-10-1999,emp003074@company.lk,0776919876,D005,Finance,ACCOUNTANT,,09-05-2012,41093.73,on leave,,EMP004351,16
EMP004223,Ashan,,male,1979-03-23,emp004223@company.lk,0726320509,D008,Info Tech,IT Manager,CONTRACT,12-29-2010,140097.06,Active,Jaffna,EMP005178,7
EMP005573,Kasun,Jackson,Male,15 Nov 1990,emp005573@company.lk,0721579345,D006,Ops,Operations Executive,Part-Time,28 Dec 2014,198021.84,ACTIVE,Gampaha,EMP010020,24
EMP019958,John,Miller,F,1976/04/20,emp019958@company.lk,0756109142,D006,operations,Supply Chain Analyst,Contract,12-26-2010,178187.79,Active,Matara,EMP001414,21
EMP010922,Shalini,Goonatilleke,MALE,,emp010922@company.lk,0718192166,D010,Research and Development,Research Scientist,Contract,2019/02/23,,terminated,Kandy,EMP018809,7
EMP000653,Hiruni,Johnson,MALE,11/07/1973,emp000653@company.lk,0747294047,D009,legal,Legal Counsel,permanent,2014-10-25,76951.73,ACTIVE,Kurunegala,EMP003428,26
EMP004596,Shehan,Taylor,Male,03/12/1973,emp004596@company.lk,0721909715,D003,sales,Sales Coordinator,permanent,16 Feb 2012,121342.98,terminated,Jaffna,EMP004282,27
EMP007028,Priya,Abeywickrama,male,"April 03, 1976",emp007028@company.lk,0766212273,D054,Legel,Legal Counsel,full-time,06-14-2020,267667.45,On Leave,Kandy,EMP012385,26
EMP015539,Isabella,Dissanayake,FEMALE,,emp015539@company.lk,0784749280,D001,Engineering,DevOps Engineer,,2012/12/05,228511.7,on leave,Colombo,EMP015162,27
EMP008457,Olivia,Davis,Woman,1996/10/09,emp008457@company.lk,0715531354,D010,R&D,Research Scientist,permanent,10/10/2015,136312.66,terminated,Matara,EMP017194,6
EMP010380,Ryan,Samaraweera,F,1998/09/24,,0780152285,D011,ADMIN,Office Manager,Full-Time,10/07/2011,83295.7,Terminated,Colombo,EMP013839,9
EMP002098,Samantha,Johnson,m,19/03/1982,emp002098@company.lk,0776400084,D010,Research & Dev,Innovation Lead,Permanent,"November 17, 2016",327548.12,Inactive,Galle,EMP005825,9
EMP018653,Ravindu,Martin,Male,1975-02-20,,0756377371,D002,Human Resources,Compensation Analyst,permanent,26/03/2013,85417.34,On Leave,Jaffna,EMP003346,2
EMP014628,Daniel,Amarasinghe,Female,"July 05, 1992",emp014628@company.lk,0756665568,D002,Human Resources,HR Executive,permanent,18/01/2023,262761.59,on leave,Galle,EMP000388,10
EMP010808,Kithsiri,Anderson,MALE,"July 12, 1977",emp010808@company.lk,0751693376,D001,ENGINEERING,Software Engineer,full-time,23/10/2016,40468.52,active,Colombo,EMP012888,10
EMP000973,Ashan,Perera,Woman,1982/03/31,emp000973@company.lk,0760188705,D004,Marketting,SEO Specialist,Full-Time,"July 13, 2016",190033.6,Inactive,Jaffna,EMP000294,29
EMP012345,Kevin,Amarasinghe,male,1978/11/13,emp012345@company.lk,0754830026,D011,Administration,Executive Assistant,CONTRACT,07-20-2022,343159.36,On Leave,Galle,,0
EMP015130,Navodya,Dissanayake,m,1989/05/31,,0711184681,D006,operations,Supply Chain Analyst,permanent,2017/09/09,153889.57,Inactive,Jaffna,EMP001289,18
EMP009401,Arjun,Abeywickrama,FEMALE,11 Apr 1983,emp009401@company.lk,0761384331,D003,sales,Sales Manager,full-time,2019-08-19,311818.19,ACTIVE,,EMP013989,10
EMP007530,Nimal,Ilangasinghe,f,27 Dec 1983,emp007530@company.lk,0733784194,D006,Operatons,Process Engineer,,"July 04, 2022",,Inactive,Kurunegala,EMP010097,26
EMP008611,Dinesh,Jones,male,"March 16, 1977",emp008611@company.lk,0763411433,D004,MARKETING,Marketing Executive,CONTRACT,2011/10/19,320037.19,terminated,Gampaha,EMP014362,22
EMP011334,Asanka,Hettiarachchi,f,1997/05/30,emp011334@company.lk,N/A,D009,legal,Paralegal,permanent,27 Nov 2022,313550.52,ACTIVE,Negombo,,14
EMP018118,Gayan,,female,,emp018118@company.lk,0755319258,D010,R&D,Lab Technician,,08/02/2014,225491.28,Active,Negombo,EMP004425,15
EMP005482,Oshadi,Williams,Woman,16 Jun 1973,emp005482@company.lk,0772086287,D001,Engineering,Senior Engineer,Permanent,10-13-2019,235667.03,active,Gampaha,EMP005236,22
EMP013451,Isabella,Anderson,Female,1995/07/12,emp013451@company.lk,0782589433,D012,Proc,Procurement Officer,,2018-05-21,311844.54,Terminated,Gampaha,,20
EMP000732,,Rajapaksa,male,1997/02/25,emp000732@company.lk,0783548560,D008,I.T.,System Admin,Full-Time,12-21-2013,74458.5,on leave,Jaffna,EMP016578,14
EMP011656,Nethmi,Wimalasuriya,FEMALE,1989/01/04,emp011656@company.lk,0762105063,D011,admin,Facilities Manager,full-time,"October 24, 2013",221330.58,on leave,Kandy,,13
EMP019438,Ravindu,,m,07-18-1971,emp019438@company.lk,0713237807,D006,Operatons,Supply Chain Analyst,,13 Jul 2016,314006.6,ACTIVE,Kurunegala,EMP006759,23
EMP017808,Thilina,Taylor,MALE,"August 04, 1980",emp017808@company.lk,0717334494,D007,Customer service,SENIOR SUPPORT AGENT,Part-Time,2010-07-13,91099.48,terminated,Gampaha,EMP016247,19
EMP000336,John,Mendis,f,"January 07, 1981",emp000336@company.lk,0733559082,D003,Sales,Sales Coordinator,full-time,02/04/2023,196943.06,Terminated,Negombo,EMP000758,22
EMP017634,,Gunawardena,F,1991/10/31,emp017634@company.lk,N/A,D012,procurement,Purchasing Executive,Contract,12 Dec 2014,126071.75,ACTIVE,Colombo,EMP019146,6
EMP012234,Avanthi,Gamage,F,06-01-1995,emp012234@company.lk,0784078414,D011,admin,Facilities Manager,Part-Time,"November 18, 2020",194860.5,Inactive,Galle,EMP003506,10
EMP005409,Matthew,Wickramasinghe,Female,07-17-1973,,0786347960,D001,Enginering,DevOps Engineer,full-time,2017-01-23,124114.18,On Leave,Negombo,EMP000900,4
EMP012279,Lasith,Wilson,F,1972/03/30,emp012279@company.lk,0712241821,D009,legal,Contract Manager,CONTRACT,07-22-2020,192617.58,Active,Kurunegala,EMP011356,1
EMP000998,Avanthi,,F,26 Sep 1996,emp000998@company.lk,0727593505,D006,Operatons,Operations Manager,full-time,02-19-2011,69689.11,Active,,EMP000144,
EMP011981,Ryan,Garcia,male,10-27-1977,emp011981@company.lk,0727284474,D008,I.T.,Cybersecurity Analyst,Contract,08-02-2014,,On Leave,Colombo,,27
EMP013831,Shehan,Thomas,Man,1974/11/06,emp013831@company.lk,0739604169,D056,Slaes,Sales Coordinator,,25 Jul 2011,254250.73,ACTIVE,Gampaha,,8
EMP014504,John,Seneviratne,FEMALE,"March 08, 1996",emp014504@company.lk,0747175501,D007,Customer service,Technical Support Engineer,Full-Time,"December 11, 2015",293777.58,Terminated,Colombo,EMP001564,29
EMP012783,Daniel,Seneviratne,Man,1983/01/22,emp012783@company.lk,0739613050,D011,Administraton,Executive Assistant,permanent,2013/07/19,190156.9,active,Kurunegala,EMP005764,16
EMP013739,Dasun,Seneviratne,female,01-02-1976,emp013739@company.lk,0719300276,D001,Enginering,Software Engineer,Permanent,06-14-2010,264631.95,Inactive,Galle,EMP018676,16
EMP000256,Shehan,Thomas,Woman,"January 08, 1998",emp000256@company.lk,0719668169,D006,Operations,Operations Executive,,2024/07/27,,Active,Galle,,28
EMP005187,Roshan,Samaraweera,Woman,"October 20, 2000",emp005187@company.lk,0793520431,D008,Information Technology,System Admin,Full-Time,"October 12, 2016",60863.89,ACTIVE,Galle,EMP011167,13
EMP006517,Tharushi,Goonatilleke,Woman,14/02/2000,emp006517@company.lk,0750006418,D011,admin,Records Officer,full-time,2018-12-04,132728.71,Inactive,Matara,EMP003622,6
EMP014685,Hiruni,Thomas,Woman,08-03-1974,emp014685@company.lk,0777985924,D005,Fiance,Finance Analyst,Part-Time,08-30-2016,218173.99,terminated,Galle,EMP006499,14
EMP001515,Mia,Karunaratne,Male,12-16-1997,emp001515@company.lk,0755174424,D011,Admin,Admin Executive,CONTRACT,08-28-2011,35421.95,Active,Matara,EMP016494,17
EMP003057,Navodya,Dissanayake,female,1986/08/08,emp003057@company.lk,0764104256,D002,Humaan Resources,Compensation Analyst,full-time,17 Jul 2015,74193.7,on leave,Galle,EMP000633,8
EMP011922,Rashmi,Abeywickrama,f,1973/04/28,emp011922@company.lk,0755491242,D001,ENGINEERING,QA Engineer,CONTRACT,05/02/2014,293972.67,active,Colombo,EMP004869,7
EMP009684,Fathima,Senanayake,Woman,"November 13, 1991",emp009684@company.lk,0725081532,D011,Admin,Facilities Manager,Contract,22/09/2012,91689.44,on leave,Galle,EMP013439,28
EMP008879,,Davis,female,11-14-1974,emp008879@company.lk,N/A,D005,FINANCE,Finance Analyst,Contract,04-01-2016,49154.72,Terminated,Negombo,EMP016145,
EMP003783,Hasini,Dissanayake,Man,19 Feb 1974,emp003783@company.lk,0780674110,D003,Sales,Business Dev Executive,permanent,17 Feb 2019,242842.06,Active,Matara,EMP010037,23
EMP011917,Shehan,Smith,M,11-17-1980,emp011917@company.lk,N/A,D010,r&d,Research Scientist,CONTRACT,"May 23, 2020",348268.46,active,Galle,EMP008715,18
EMP002141,Tharushi,Williams,female,1977-03-02,emp002141@company.lk,0721816633,D005,Fiance,Finance Analyst,Full-Time,17/05/2015,169146.02,ACTIVE,,EMP003070,8
EMP005115,Isabella,Gunawardena,M,23 Jun 1973,emp005115@company.lk,0747149252,D060,finance,Finance Analyst,Contract,"July 10, 2021",65587.9,On Leave,Matara,EMP013510,
EMP018989,Bhanuka,Johnson,Woman,1975/10/21,,0748188577,D012,procurement,Category Analyst,Part-Time,11 Jan 2015,219479.08,active,Colombo,,5
EMP013349,Menaka,Weerasinghe,M,09-20-1989,emp013349@company.lk,0780390899,D083,Law,COMPLIANCE OFFICER,,"December 15, 2011",84257.07,Active,Galle,,29
EMP013087,Olivia,Kodituwakku,Female,21 Oct 1973,emp013087@company.lk,0723123275,D005,FINANCE,Finance Manager,Permanent,09-20-2017,38310.56,Inactive,Jaffna,EMP014621,5
EMP002789,Ava,Ilangasinghe,Man,13 Apr 1994,emp002789@company.lk,0785995124,D001,engineering,QA Engineer,Contract,17 Nov 2022,239870.41,Active,Jaffna,EMP019573,
EMP013462,Kithsiri,Perera,Female,07-25-2000,emp013462@company.lk,0750335094,D012,Procurement,Supply Manager,Part-Time,01-12-2010,58460.55,Active,Galle,EMP001840,5
EMP002736,Amali,Abeywickrama,f,"May 10, 1989",emp002736@company.lk,0793100528,D006,operations,Operations Executive,permanent,2013/10/27,90767.91,terminated,Negombo,,18
EMP000700,Daniel,Jayasuriya,Woman,1989/05/09,emp000700@company.lk,0728592250,D006,OPERATIONS,Process Engineer,CONTRACT,2022-11-16,325088.58,On Leave,Kandy,EMP018556,10
EMP003805,Ashan,Jones,f,"January 31, 1994",emp003805@company.lk,0735452479,D007,customer support,Customer Success Manager,permanent,25/06/2016,330245.77,ACTIVE,Gampaha,EMP010913,29
EMP013649,Chamara,Taylor,f,1996-07-05,emp013649@company.lk,0765832862,D007,CS,Senior Support Agent,Part-Time,15/01/2012,37253.55,ACTIVE,Kurunegala,EMP012343,27
EMP005731,Tharushi,Perera,F,30/12/1981,emp005731@company.lk,0787820602,D010,Research and Development,R&D Engineer,CONTRACT,08-09-2022,,terminated,Galle,EMP012422,24
EMP013683,Lasith,Martin,male,08-14-1978,emp013683@company.lk,0796376127,D012,PROCUREMENT,Purchasing Executive,permanent,03-02-2010,120342.58,Terminated,Negombo,EMP007843,27
EMP006636,Dimuth,Gamage,female,"March 13, 1998",emp006636@company.lk,0719980295,D008,I.T.,System Admin,CONTRACT,19 Jan 2023,155497.81,On Leave,Jaffna,EMP019085,0
EMP018237,Navodya,Dissanayake,Female,,,0782814260,D005,FINANCE,Finance Manager,Part-Time,06-17-2013,349646.29,terminated,Jaffna,EMP016299,4
EMP015268,Arjun,Liyanage,F,"January 06, 1990",emp015268@company.lk,0718631688,D004,MARKETING,Content Writer,Permanent,2021/06/25,227998.67,terminated,Galle,,5
EMP015546,Nuwan,Senanayake,FEMALE,15/01/1977,emp015546@company.lk,0720122384,D002,Humaan Resources,Compensation Analyst,Contract,2024/06/09,269959.09,on leave,Galle,EMP016914,2
EMP016048,Mia,Williams,Woman,"December 20, 1990",emp016048@company.lk,0724292406,D005,Finance,Finance Analyst,permanent,2011/07/10,347137.86,On Leave,Kandy,,26
EMP003277,Mia,Gunasekara,m,1987-02-15,emp003277@company.lk,N/A,D069,Sales,Account Manager,Full-Time,11-29-2015,,terminated,Galle,EMP003335,30
EMP002517,Kavindu,Gunasekara,MALE,19 Dec 1991,emp002517@company.lk,0793965127,D011,Administraton,Executive Assistant,permanent,"March 01, 2021",318883.5,active,Colombo,,16
EMP003807,Shalini,Gamage,Woman,"August 25, 1991",emp003807@company.lk,0744507933,D006,Ops,Operations Manager,Part-Time,"December 26, 2014",135087.22,active,Jaffna,,19
EMP010485,Chamath,Dissanayake,Male,1992/06/14,,0750306219,D009,legal,Contract Manager,CONTRACT,22 Feb 2013,262803.37,Inactive,Matara,EMP002498,10
EMP013694,Suresh,,Female,31/03/1973,emp013694@company.lk,0775457330,D010,RnD,Product Developer,CONTRACT,"August 06, 2021",196027.25,Inactive,Gampaha,EMP013539,29
EMP016134,Rashmi,Jackson,f,25 Dec 1996,emp016134@company.lk,0764260252,D001,engineering,Junior Developer,Permanent,10-22-2014,48331.06,ACTIVE,Colombo,EMP014391,5
EMP004283,Navodya,Gunawardena,M,02 Feb 1977,emp004283@company.lk,0723993492,D008,I.T.,IT Support,Full-Time,2012-03-25,299049.74,ACTIVE,Matara,EMP005121,
EMP007636,Yomal,Jayawardena,Male,10/08/1981,,0766664702,D010,Research & Dev,Lab Technician,Full-Time,09-06-2019,169688.65,on leave,Negombo,EMP002059,5
EMP018906,Mohamed,Ilangasinghe,Man,25/12/1993,emp018906@company.lk,0739481643,D008,Info Tech,Network Engineer,Part-Time,"August 20, 2012",195258.5,terminated,Colombo,EMP007474,3
EMP008212,Shehan,Dassanayake,M,05-29-1970,emp008212@company.lk,N/A,D008,Info Tech,Network Engineer,,2018-02-21,84758.45,active,Matara,EMP011701,20
EMP007081,Vishwa,Goonatilleke,Female,1984-04-21,emp007081@company.lk,0753141631,D006,operations,Logistics Coordinator,Contract,2020/01/27,285074.98,Inactive,Kurunegala,,16
EMP000304,Chanaka,Dissanayake,F,1980/01/11,emp000304@company.lk,0745328305,D008,Info Tech,Cybersecurity Analyst,CONTRACT,"July 15, 2023",137280.91,Inactive,Jaffna,EMP004957,29
EMP002723,Hiruni,Liyanage,MALE,"May 27, 1999",emp002723@company.lk,0721812067,D010,R&D,Research Scientist,Part-Time,2021-03-09,80412.76,active,Galle,EMP008361,12
EMP004671,Ashan,Jones,FEMALE,25 Jun 1974,emp004671@company.lk,0746250284,D003,SALES,Regional Sales Lead,CONTRACT,2015/01/12,36325.06,On Leave,Kandy,EMP011877,15
EMP005727,James,Garcia,Male,,emp005727@company.lk,0728786080,D012,Procurement,Category Analyst,CONTRACT,2018/01/17,69300.84,ACTIVE,Matara,,12
EMP010169,Nuwan,Taylor,male,07 Dec 1997,emp010169@company.lk,0744588056,D005,Fiance,Payroll Officer,Full-Time,11 Jun 2012,276139.91,ACTIVE,Kandy,EMP006063,2
EMP000684,Pasindu,Silva,m,09/05/1979,emp000684@company.lk,N/A,D012,Procurement,Supply Manager,permanent,04-07-2013,180021.54,active,Colombo,EMP008476,20
EMP013246,Samantha,Garcia,MALE,05/07/1998,emp013246@company.lk,0712905135,D008,Info Tech,Cybersecurity Analyst,,"August 11, 2022",87428.44,Inactive,Colombo,EMP005594,15
EMP016638,Isabella,Wimalasuriya,MALE,1987-12-03,emp016638@company.lk,0748929396,D003,sales,Sales Manager,Part-Time,"February 01, 2014",,on leave,Jaffna,,21
EMP007495,Chamara,Taylor,MALE,1998-05-19,emp007495@company.lk,0712749916,D006,Operatons,Supply Chain Analyst,Contract,2014-04-13,149915.54,On Leave,Negombo,,11
EMP012568,Mia,Gunasekara,f,04-06-1999,emp012568@company.lk,0721630512,D011,Admin,Office Manager,Contract,07 Feb 2013,,ACTIVE,Negombo,EMP002740,22
EMP011943,Daniel,Gunawardena,FEMALE,16 Mar 1995,emp011943@company.lk,0752752515,D010,r&d,Lab Technician,,"September 03, 2014",146669.16,terminated,Kurunegala,EMP012030,6
EMP016891,Amali,Gunasekara,Female,"July 11, 1973",emp016891@company.lk,0730854023,D007,Customer service,Support Agent,permanent,08/04/2017,61038.07,ACTIVE,Negombo,EMP002846,29
EMP016930,Nadeesha,Wilson,female,1970-01-14,,N/A,D005,finance,Accountant,Full-Time,07/03/2022,299915.02,Inactive,Galle,EMP012798,15
EMP000484,Lakshmi,Karunaratne,Man,10/06/1989,emp000484@company.lk,N/A,D008,Info Tech,System Admin,Contract,2012-07-24,281593.46,on leave,Gampaha,EMP001272,8
EMP000691,,Weerasinghe,M,03-25-1978,emp000691@company.lk,0790003444,D001,Engineering,DevOps Engineer,permanent,2024-05-25,235620.54,Terminated,Kurunegala,EMP001899,19
EMP010861,Amali,Samaraweera,Man,10-17-1980,emp010861@company.lk,0767407553,D004,Marketting,SEO Specialist,Permanent,11-13-2023,331635.43,Active,Kurunegala,EMP008014,19
EMP019831,Amali,Ilangasinghe,female,1974-03-26,emp019831@company.lk,N/A,D067,Operations,Operations Executive,Part-Time,2016/09/14,140824.58,on leave,Kurunegala,,
